X,GeneID,MajorityProteinIDs,U1,S1,B1,U2,S2,B2,U3,S3,B3,U4,S4,B4,U5,S5,B5,U6,S6,B6,U7,S7,B7,U8,S8,B8,U9,S9,B9,U10,S10,B10,U11,S11,B11,C1,C2,C3,C4,C5
1,NUDT11,Q96G61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25724,0
2,IGKV3-7,A0A075B6H7,0,97037,81343,0,74256,112540,0,74448,31880,157350,130020,40195,0,166720,0,0,48783,171540,228820,88724,288170,455300,66916,2598100,89085,38641,0,299870,125000,1199000,304600,76545,12382,0,345220,0,0,0
3,IGLV4-69,A0A075B6H9,113330,143150,474950,612090,395070,1079800,82139,0,504900,1615200,4903.3,378350,507460,277560,1108600,514520,0,399700,724870,0,259010,878240,0,287030,1335000,0,224690,2580400,150710,362730,392020,54660,548320,143180,96316,321370,94677,0
4,IGLV8-61,A0A075B6I0,0,269520,293630,0,119360,35115,0,49718,55937,20017,72070,28678,0,111790,0,0,0,72030,34085,0,352430,43797,0,223550,3211.7,104710,97723,52428,39773,351740,30732,67270,35238,0,243900,0,0,0
5,IGLV4-60,A0A075B6I1,0,38946,83112,0,0,0,0,0,80914,0,0,0,35624,34029,87653,0,0,95685,69325,0,55940,44685,0,0,0,0,0,289010,0,91565,70780,10866,40779,119090,0,0,0,0
6,IGLV10-54,A0A075B6I4,0,103280,0,573110,0,339850,0,0,0,27368,0,0,0,0,0,554400,0,27885,57203,0,13973,33611,0,0,15922,0,0,273030,0,0,71671,28606,69737,63045,0,0,0,0
7,IGLV7-46,A0A075B6I9,0,0,568010,0,0,484060,0,0,71088,0,0,0,0,51698,0,0,0,0,0,0,0,218230,0,133420,0,0,473600,751090,0,475990,380660,0,0,0,481540,0,0,185450
8,IGLV5-37,A0A075B6J1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2595.1,0,0,0,157910,0
9,IGLV2-18,A0A075B6J9,0,0,0,0,60589,0,0,0,136320,173930,174810,406890,0,281850,0,0,0,0,94413,53050,180460,131700,0,87473,21648,0,0,46307,0,69359,87390,0,0,79441,69539,112650,0,0
10,IGLV3-16,A0A075B6K0,0,187860,0,995940,0,954900,269440,0,494690,285860,0,1263700,1241200,300280,2604100,1503900,0,0,219260,0,300360,208690,46172,491530,74106,0,187750,571130,0,920460,261210,183620,1108000,0,52358,0,1675200,323310
11,IGLV3-12,A0A075B6K2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6121.6,0,0,0,0,0,0,60678,0,57645,0,0,37503,0,0,0,0,0
12,IGLV3-10,A0A075B6K4,72812,0,2025500,1659000,0,5191600,0,0,280510,584570,0,2070800,339960,955330,810320,971120,0,3e+05,1819800,0,3103400,1369600,0,595430,521520,0,2804000,2795000,204060,1871400,2433300,157570,81163,942390,240790,1296100,0,1944700
13,IGLV3-9,A0A075B6K5,630210,58412,1791900,100160,184210,1344700,0,367760,1196400,714550,18960,261570,1072200,1342700,2621700,51631,0,484070,3699200,125030,1455400,807460,412060,3303400,6892600,650830,908690,1977000,376540,931180,915110,513240,1452500,428160,224070,0,0,201680
14,IGKV2D-28,A0A075B6P5,30689,0,0,102670,0,158420,0,0,0,85344,0,0,0,0,27503,0,0,0,21064,0,0,111230,0,0,43230,0,0,78154,0,0,107800,0,0,46520,49230,0,0,0
15,IGHV3-64,A0A075B6Q5,0,3159.4,0,0,0,0,0,0,0,0,0,39348,0,0,437610,0,0,0,199980,0,135410,92061,0,35837,0,0,0,71868,0,0,0,0,0,0,47871,0,0,0
16,IGHV4-4,A0A075B6R2,29693,14872,7757.2,47824,0,70005,0,0,0,29300,29809,58392,171750,15560,216480,11480,0,0,0,0,0,9023.7,0,75042,16709,0,38715,0,0,54024,78483,15229,97217,0,0,23831,0,0
17,IGKV2-24,A0A0C4DH68,103310,109530,125460,129450,85524,0,0,48604,90491,856440,217190,338380,186330,263110,0,149610,0,0,854220,0,256420,648490,35034,817460,302260,0,25043,1330600,183110,923370,947830,100400,196890,441880,604170,97020,0,383290
18,IGKV2D-29,A0A075B6S2,458000,815050,405740,509750,1306500,476340,715590,553850,15596,2616800,1784200,2274300,658380,1738900,1167400,394580,0,1956700,2492000,296870,2486100,3292900,567930,3249600,1648300,903420,2648100,2877900,757900,2432700,3121600,1074300,1563700,3543900,1754200,3242900,217240,1009200
19,IGKV1D-17,A0A075B6S4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,IGKV1-27,A0A075B6S5,85731,23117,197400,437990,24273,179720,40300,0,85611,89193,26758,217840,271340,0,361680,132900,0,28455,41167,0,136230,64178,0,133280,98072,16423,136960,655870,50931,235030,167830,0,167810,192580,44106,169800,95421,56610
21,IGKV1D-37,P0DSN7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60978,0,205620,0,0,184900,72685,0,661910,15787,0,0,0,60804,0,0,0
22,IGHV3OR16-12,A0A075B7B8,0,0,59419,0,0,0,0,45515,0,559120,0,0,0,0,0,0,0,0,451070,0,0,850600,0,0,0,0,0,408630,0,43087,1211700,0,0,0,956290,0,0,0
23,IGHV1OR15-1,A0A075B7D0,0,20009,64701,33415,248390,777900,0,0,39099,0,0,0,100840,142110,0,0,0,36172,418660,0,0,443990,0,30937,121770,25015,69206,13518,0,24713,483030,28674,192810,0,0,76712,0,0
24,IGHV3OR15-7,A0A075B7D8,0,0,536710,0,0,62188,0,0,0,86910,0,0,0,0,0,0,0,0,28505,0,0,165810,0,0,0,0,0,0,0,199650,301030,0,77537,212830,127250,365150,0,0
25,IGHV4-31,A0A087WSY4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,IGKV1D-8,A0A087WSZ0,0,0,81441,0,0,102090,0,0,130840,0,31498,136150,0,0,134060,0,0,71625,0,0,0,57722,0,90444,9498.2,0,138780,97281,0,150700,23460,0,0,29822,0,17654,0,0
27,TMEM265,A0A087WTH1,0,0,0,0,0,0,0,0,0,0,0,0,50582,0,0,15860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,IGKV2-40,P01614,0,0,128780,0,0,0,0,0,147670,9073.2,0,133290,0,0,0,0,0,101160,32526,0,80506,56741,0,89279,0,0,0,104910,0,88371,84982,0,18515,0,0,18253,0,0
29,IGHV1-45,A0A0A0MS14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39051,0,37714,10561,0,0,0,0,0,0,0,0,0,0,0,0,0
30,IGHV3-49,A0A0A0MS15,112760,271440,917130,13169,351600,121340,0,0,317820,333990,163150,365490,0,263400,327600,0,27398,221980,461980,0,453490,618190,82252,608850,240970,124530,605060,327450,58023,312920,690140,165290,176730,386870,151160,326930,0,80339
31,IGKV6D-21,A0A0A0MT36,29044,36479,117750,83466,88731,137100,0,0,82128,47506,0,224110,0,14187,174160,0,0,28859,116210,0,69460,95041,0,88879,112280,0,420190,218300,0,103640,120260,8543.6,199590,91591,28404,155110,0,69466
32,IGLV1-36,A0A0B4J1U3,41618,97789,386910,0,85263,106000,0,0,200030,60166,0,114270,0,230060,0,0,28436,202820,236930,0,345050,163030,0,243870,16609,0,35998,82868,0,84355,157070,37695,32580,105800,0,96127,0,26650
33,IGHV6-1,A0A0B4J1U7,52095,40696,211980,0,126800,327110,45945,0,0,127950,0,42809,0,34574,0,0,0,0,51822,0,0,53980,0,263060,92213,0,26932,145430,0,85078,110260,0,0,245520,110650,291420,0,0
34,IGHV3-15,A0A0B4J1V0,141280,236960,461730,392510,280360,0,0,0,181040,716910,126770,500870,1129800,558660,1517100,409220,0,38034,412800,0,133530,645000,70700,42024,168540,48692,61201,826520,66394,20733,427010,6528.1,89411,257350,41709,149030,94934,85134
35,IGHV3-21,A0A0B4J1V1,0,708970,2522800,314160,881050,1081000,195080,34262,544040,1279500,371330,1399700,10807,1625300,2806200,0,0,567520,2147600,93757,1494100,2294200,13079,2748800,955810,162190,1138600,2650700,224610,1468300,1740500,598950,757360,3388600,1435100,1411400,0,166750
36,IGHV2-26,A0A0B4J1V2,0,0,354460,438870,23305,601260,0,0,186170,37502,0,420330,496230,20963,162860,0,0,65442,69962,0,60917,66575,0,109490,0,0,92143,1046100,33460,1447000,80813,0,120940,189970,0,61710,451790,0
37,IGHV3-73,A0A0B4J1V6,29306,216810,26224,71118,208760,131560,0,0,98481,342600,0,181600,370260,33505,15932,0,0,0,270050,0,216750,599090,0,276880,169930,0,0,415280,0,116990,335530,95238,118550,34206,0,0,0,0
38,IGHV3-74,A0A0B4J1X5,73405,35755,62384,0,88506,200220,0,0,41856,196440,0,102710,0,182690,207800,0,0,0,220980,0,0,112750,0,38137,76024,0,0,126260,0,0,93346,14680,45032,159900,140250,116950,0,0
39,IGHV3-43,A0A0B4J1X8,0,13662,111900,0,0,0,0,0,129830,39352,0,116500,261160,55470,635450,0,0,81780,405000,0,275990,95341,0,81728,29340,0,129130,203400,0,72174,43039,26573,223630,73737,0,0,0,0
40,IGLV9-49,A0A0B4J1Y8,0,0,87674,0,0,0,0,0,0,0,0,0,0,0,0,88114,0,24853,0,0,0,0,0,28283,0,0,0,0,0,14482,0,0,3030.3,0,0,0,0,0
41,IGHV3-72,A0A0B4J1Y9,75117,265340,1501400,86134,0,236610,8276.6,130040,254420,848890,220060,99164,0,132120,80411,34385,47463,229770,509000,0,197870,843760,75818,741240,224630,0,368100,1063800,105920,193800,960630,154550,332260,534760,275070,854670,0,73468
42,P0DPI2,P0DPI2,0,26838,0,0,18950,0,0,0,0,0,23896,0,0,0,0,0,0,0,38771,0,0,50194,0,0,0,0,0,72020,0,0,66337,31692,0,0,0,0,0,0
43,IGKV1D-13,P0DP09,0,0,59614,0,0,0,0,0,178520,47385,0,39775,0,0,20276,0,0,120330,0,0,0,0,0,62751,0,39356,230120,3672400,595740,2915700,230620,57210,93789,132060,31658,20469,72276,86002
44,SIK1,P57059,0,64834,27847,0,65863,0,0,0,39843,0,0,0,0,218340,0,0,34130,0,0,0,0,0,83128,0,0,213460,34564,0,43227,0,0,66689,0,0,0,0,0,0
45,IGHV1-69-2,A0A0B4J2H0,0,89107,826900,0,335550,131460,0,0,278070,82891,0,152360,0,509600,585700,0,0,109420,148350,0,209700,203790,0,290440,0,0,333940,495460,90281,734410,320980,65275,232050,33218,0,0,0,0
46,IGKV6-21,A0A0C4DH24,0,0,151500,0,0,0,0,0,151660,0,0,0,0,0,0,0,0,83210,149590,0,104830,161600,0,158880,0,0,0,405820,0,458580,153640,0,0,84576,0,114950,0,0
47,IGKV3D-20,A0A0C4DH25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27760,0,151400,140610,0,368150,0,0,0,0,0,194050,0,0,0,0,173840,0,0,0
48,IGHV1-3,A0A0C4DH29,17855,484500,1338400,0,622950,76621,0,80614,614260,131410,0,268150,0,476170,0,0,35945,356180,1602100,0,528780,1156200,182150,1066100,488240,218850,1493700,1612300,206610,1207200,961710,388040,1120500,371310,270960,0,0,0
49,IGHV1-18,A0A0C4DH31,0,289850,731270,0,155490,124860,34748,0,565600,0,0,192490,0,1225600,326230,0,0,599030,278470,0,459730,90061,0,1032400,338550,76405,0,317940,63037,945180,316610,108360,0,269200,0,0,0,0
50,IGHV3-20,A0A0C4DH32,0,424700,170580,0,464450,678810,0,0,21534,4495.6,0,117930,156920,21142,475880,0,0,13902,0,0,0,0,0,44401,10682,0,0,33822,0,0,0,274500,47391,0,0,0,0,0
51,IGHV1-24,A0A0C4DH33,56201,67610,548620,0,237110,515600,41766,0,291500,220280,0,734530,0,138940,382660,0,0,152120,69227,0,122370,122180,0,148930,253310,142070,1450400,257010,0,163090,202580,50103,109240,252510,20458,232880,0,118290
52,IGHV4-28,A0A0C4DH34,0,0,111550,0,0,0,0,0,0,47554,0,219950,0,0,0,0,0,0,29755,0,0,0,0,0,0,0,0,11428,0,0,28827,0,0,0,68932,0,0,0
53,IGHV3-35,A0A0C4DH35,0,0,0,0,0,48787,0,0,0,9952.6,0,0,0,0,1120300,0,0,0,12218,0,0,15091,0,488460,3889.3,0,33134,62376,0,1700000,0,0,55166,62293,157410,0,0,0
54,IGHV3-38,A0A0C4DH36,0,93288,352690,0,44525,67620,258030,28561,445650,162730,50256,142700,0,51032,30317,0,0,231680,294740,0,275070,318410,0,348630,0,0,51471,676100,0,458100,279930,30652,103120,100900,79307,0,0,100940
55,IGHV5-51,A0A0C4DH38,169960,702840,1935300,0,998220,913260,0,66970,460040,1709000,716450,1433700,0,1783300,386710,0,95398,680530,2418900,89826,2144000,2169900,288280,2111900,838200,527990,880350,3120700,275300,1607800,1876800,313170,186660,1437300,450710,1086000,0,0
56,IGHV1-58,A0A0C4DH39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40160,0,144830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,IGHV4-61,A0A0C4DH41,0,0,0,0,0,13810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,A0A0C4DH43,A0A0C4DH43,0,0,42166,0,48854,185050,0,0,48155,123410,0,157100,0,42515,38201,0,0,130730,242100,0,64872,57309,0,0,137950,0,96218,319750,0,96506,97989,0,0,134790,211940,594400,0,0
59,IGKV1-8,A0A0C4DH67,103040,271430,1057300,704940,277750,761990,42233,229490,835720,368890,577960,818870,559330,257600,944060,214520,99221,504350,1674000,178030,2872100,1380400,122870,1390900,302480,75157,1143900,4031400,246610,1161400,622180,197100,201090,763310,239540,90334,185890,117140
60,IGKV1-6,A0A0C4DH72,0,232780,868210,0,323490,0,0,38091,894660,419030,66491,356730,0,451740,52051,0,0,814250,865070,0,1890300,1105800,63588,1866400,101060,0,116480,892950,46780,1139100,918910,38030,25936,0,34985,0,0,0
61,IGKV1-12,A0A0C4DH73,43164,0,17933,563560,0,147030,0,0,0,150020,0,128420,206810,0,428870,0,0,0,0,0,0,81647,0,0,10093,0,0,919920,0,688400,28014,0,92540,41726,0,0,54707,161470
62,HLA-DRA,P01903,2709800,1889000,0,1639200,2014600,0,5402300,1690200,0,5564800,2159200,0,2967700,2346500,0,1796400,2179000,15370,4182900,749880,0,7243800,1073300,0,35794000,7888900,0,2740100,1130700,0,3667700,1946500,0,1990.5,865820,0,5451000,0
63,A0A0G2JRQ6,A0A0G2JRQ6,0,0,0,0,0,43858,0,0,0,0,0,0,0,0,55772,57839,0,0,107750,0,29801,0,0,30223,3257.1,0,118150,23218,0,0,0,0,4593.5,0,0,0,182380,0
64,IGLV5-45,A0A0G2JS06,41121,5692.8,0,1085600,0,270560,24274,0,0,18868,0,78111,30156,0,66867,365420,0,0,4216.3,0,0,5119.5,0,0,0,0,0,8845.3,0,25564,0,0,12511,10390,0,23242,316610,259970
65,A0A0J9YVY3,A0A0J9YVY3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42075,0,0,0,0,0,0,0
66,A0A0J9YX35,A0A0J9YX35,0,0,115800,0,0,64938,0,0,0,11926,0,0,0,0,137440,0,0,0,0,0,0,0,0,0,0,105170,207100,716930,0,0,20998,0,0,314100,178080,0,0,12829
67,A0A0J9YXX1,A0A0J9YXX1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85259,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,A0A0J9YY99,A0A0J9YY99,0,0,57685,0,0,0,0,0,0,35546,0,0,0,30598,0,0,0,0,59610,0,58182,49587,0,62216,51896,0,63311,79595,0,0,44590,0,0,0,0,72245,0,0
69,A0A1B0GV96,A0A1B0GV96,0,0,0,0,0,0,0,0,0,81483,49846,0,0,0,0,0,0,0,4318.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191600,0,2079300,0
70,A0A1B0GWB2,A0A1B0GWB2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52316,0
71,RBM47,A0AV96,0,0,0,0,0,0,2198.8,0,0,0,0,0,101510,0,0,19365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,IFT56,A0AVF1,0,0,0,0,0,0,0,0,0,11263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121300,0,0,0,0,0,0,0
73,UBA6,A0AVT1,45968,0,0,43553,0,0,59442,16226,0,99559,0,0,167930,11440,0,15717,22274,0,83911,0,0,130880,0,0,291300,0,0,6653.9,0,0,10350,0,0,56749,0,0,64401,0
74,ESYT2,A0FGR8,2025600,164600,0,290690,0,0,736720,7776.2,0,430080,35582,0,2074300,475010,0,701470,10525,0,135920,0,0,65505,0,0,35584,0,0,34920,0,0,172230,12323,0,110360,0,499290,0,0
75,IGLC7,A0M8Q6,96656,140740,631110,64443,22617,0,0,0,2535800,163230,60414,942020,183860,236350,2076000,73551,13380,2630400,237770,0,857730,56670,44934,121850,101750,30949,368560,215740,35910,286620,87940,36181,158990,72344,0,57333,313370,210580
76,GXYLT2,A0PJZ3,10435,0,0,15224,0,0,8841.1,0,0,0,0,0,0,0,0,138630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,SLC22A23,A1A5C7,0,0,0,0,0,0,0,0,0,9274.9,0,0,0,0,0,0,0,0,0,0,0,10464,0,0,0,0,0,0,0,0,75411,0,0,0,0,0,0,0
78,ARHGEF37,A1IGU5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101630,0
79,ILVBL,A1L0T0,7267300,518810,0,1332200,98161,0,3010900,135090,0,1592600,296940,0,5066400,136990,22370,3356300,98421,0,484820,0,0,44290,0,0,4741,0,0,48835,0,0,865350,107860,517170,145730,0,497500,0,124640
80,PLEKHG3,A1L390,0,0,0,0,0,0,112530,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80999,0
81,SSC5D,A1L4H1,0,6816100,0,0,6375600,0,0,3356800,0,0,5026100,0,0,4902100,0,0,6721800,176380,0,747690,0,0,7572600,80108,0,3825300,0,0,11084000,14116,0,12184000,7968,0,0,0,0,0
82,NBAS,A2RRP1,138030,0,0,16834,0,0,88423,0,0,0,0,0,0,0,0,8965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,FAM234B,A2RU67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,WDR91,A4D1P6,103410,89233,0,15570,0,0,13943,0,0,0,0,0,24472,0,0,432090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25587,0,0,0,0
85,KLRG2,A4D1S0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71607,0,0,0,0,0,0,0,0,19511,0,0,0,0,0,0,0
86,VPS37C,A5D8V6,0,0,0,0,0,0,0,0,0,185330,35531,0,0,0,0,0,0,0,95951,23233,0,87756,0,0,101380,0,0,29216,0,0,53776,0,0,0,41946,0,97905,0
87,PEDS1,A5PLL7,190860,0,0,73456,0,0,24197,0,0,0,0,0,137580,0,0,81882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,CNOT1,A5YKK6,21486,0,0,0,0,0,35724,0,0,49393,0,0,80655,0,0,72208,15502,0,32685,0,0,25262,0,0,26273,0,0,0,0,0,19293,0,0,0,0,0,0,0
89,CARNS1,A5YM72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8561.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,CDHR4,A6H8M9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41130,0,0,0
91,GOLGA8O,A6NCC3,0,0,0,0,0,0,0,0,0,112310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469570,0
92,PALM3,A6NDB9,0,15562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18838,0,0,102410,0,3780.5,0,0,0,0,0
93,RIMOC1,A6NDU8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,BTBD17,A6NE02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,TMEM221,A6NGB7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15664,0,0,0,0,0,0,0
96,TUBAL3,A6NHL2,0,23715,0,0,0,0,0,37620,0,0,40350,0,54970,58217,0,0,70656,0,0,0,0,148880,45884,0,0,18719,0,77059,0,0,7357.1,17602,0,0,0,0,0,0
97,SMCHD1,A6NHR9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,CASTOR2,A6NHX0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,LILRA5,A6NI73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21549,0,0,140910,0,0,0,0,0,0,0,0,0,0,0,0,0
100,CCDC69,A6NI79,0,0,0,40266,0,0,0,0,0,36158,0,0,0,0,0,40625,0,0,20466,0,0,0,0,0,48498,0,0,0,0,0,7383.1,0,0,0,0,61209,0,0
101,CD8B,P10966,0,0,0,26078,0,0,17598,0,0,6274.8,0,0,0,0,0,50554,0,0,0,0,0,0,0,0,51827,0,0,0,0,0,8868.1,0,0,0,0,0,0,0
102,LRRC30,A6NM36,0,0,0,0,0,0,0,0,20515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,SNTN,A6NMZ2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,515500,0
104,C19orf38,A8MVS5,0,0,0,0,0,0,0,0,0,49235,0,0,0,0,0,0,0,0,30917,0,0,54998,0,0,89863,0,0,5794.8,0,0,26260,0,0,0,0,0,0,0
105,ELAPOR2,A8MWY0,116970,0,0,0,0,0,0,0,0,851320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4927.8,0,0,0,0,0,0,0,0,0,0,0,0,0
106,NUDT19,A8MXV4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,UPK3BL1,B0FP48,0,0,0,314820,431440,0,0,0,0,0,132600,0,96579,21242,0,0,0,0,0,0,0,136360,105000,0,2055100,570280,0,0,0,0,117040,88323,0,0,0,0,0,0
108,MYO1G,B0I1T2,636040,128260,0,2650300,547540,0,1242200,49498,0,2079100,279830,0,670100,20632,0,1667800,39384,0,885670,16007,0,2191600,0,0,9992300,317310,0,454260,151350,0,2073400,189970,0,0,0,0,75146,0
109,ESPN,B1AK53,0,54153,0,0,0,0,0,0,0,0,42665,0,28867,154520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352840,0,0,0,0,1578200,0
110,SMIM1,B2RUZ4,126640,43287,0,118060,37458,0,299820,5468.1,0,317360,11324,0,244930,0,0,1401100,37997,0,216390,0,0,3503.4,0,0,4910.9,0,0,10691,0,0,808480,319170,9421.1,66348,0,39148,43070,0
111,GPR89B,P0CG08,202290,39307,0,38598,0,0,88366,0,0,57078,0,0,125830,0,0,92975,0,0,0,21950,0,11316,0,0,0,0,0,0,0,0,125940,0,0,0,0,14137,0,0
112,IGLL5,B9A064,28286000,30919000,65678000,30125000,26621000,49585000,20923000,12213000,52172000,48943000,28076000,68900000,24488000,43749000,82582000,21700000,11595000,41388000,56004000,3724500,65644000,41169000,15308000,55078000,30484000,27959000,61715000,77794000,23483000,75596000,58651000,30576000,66106000,34817000,29949000,42150000,15722000,35805000
113,RASA4,O43374,0,0,0,0,0,0,0,0,0,24659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40297,0,0,0,0,0,0,0,0,0,0,0,0,0
114,INAFM1,C9JVW0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16456,0,0
115,PROB1,E7EW31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116,NACA,E9PAV3,183260,51487,0,49501,48009,0,180580,50433,0,151700,78668,0,288890,40238,0,249720,49433,0,20225,135280,0,302650,65347,0,234870,0,0,28915,0,0,77269,104210,0,46049,0,22883,0,0
117,STMND1,H3BQB6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6454.4,0,444170,0
118,SMIM22,K7EJ46,156820,331630,0,10994,0,0,28455,16342,0,698850,703720,0,0,93990,0,0,41545,5219,847290,225210,0,0,43566,0,0,0,0,146460,0,0,329540,268700,55210,0,428740,0,794780,0
119,AGPS,O00116,153110,102940,0,162150,9348.6,0,136950,3001,0,133000,43878,0,42099,0,0,510400,7404.1,0,10251,0,0,0,0,0,0,0,0,13120,0,0,3066.3,0,0,0,0,0,0,0
120,KIF2A,O00139,0,0,0,0,0,0,0,0,0,0,0,0,687920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19135,0
121,DDX39A,O00148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
122,PDLIM1,O00151,80889,36324,0,156580,512970,0,444930,0,0,471700,38724,0,164980,66813,0,57788,0,0,383950,87324,0,263790,0,0,671320,0,0,235590,0,0,122070,0,0,0,0,0,35618,0
123,ACOT7,O00154,0,0,0,0,0,0,0,0,0,0,0,0,55409,0,0,0,0,0,0,0,0,18388,0,0,0,0,0,0,0,0,0,0,0,15821,0,26319,0,0
124,MYO1C,O00159,2547100,1587200,0,2835900,1687500,0,7473600,1900000,0,5065700,2688100,24383,3069400,812080,1177300,3228100,2863200,0,7008100,3845500,0,5398600,1116000,0,10321000,454290,0,1880000,844850,0,3143100,1075200,0,1125200,411350,813750,17239000,0
125,MYO1F,O00160,137530,50477,0,125030,68783,0,449440,150250,0,1076000,91286,0,84173,0,0,204340,24370,0,581520,0,0,965700,0,0,4445200,46671,0,118310,19142,0,173890,28021,0,0,0,0,0,0
126,SNAP23,O00161,666590,297710,0,431980,376190,0,1270000,200970,0,1191800,424800,0,451730,262800,0,371590,456870,0,1102000,389120,0,1470400,198950,0,2937400,275880,0,443030,233290,0,433190,165890,4921.7,50197,316740,17563,2059800,0
